COD_ESTADO,ADM1_PCODE,estado_txt_es,COD_MUNIC,ADM2_PCODE,municipio_txt_es,COD_PARROQ,ADM3_PCODE,parroquias_txt_es,ADM0_ES,ADM0_EN
21,VE21,Trujillo,5,VE2105,Carache,1,VE210501,Carache,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,5,VE2105,Carache,2,VE210502,Cuicas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,5,VE2105,Carache,3,VE210503,La Concepcion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,5,VE2105,Carache,4,VE210504,Panamericana,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,5,VE2105,Carache,5,VE210505,Santa Cruz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,6,VE2106,Escuque,1,VE210601,Escuque,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,6,VE2106,Escuque,2,VE210602,La Union,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,6,VE2106,Escuque,3,VE210603,Sabana Libre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,6,VE2106,Escuque,4,VE210604,Santa Rita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,7,VE2107,Jose Felipe Marque,1,VE210701,El Socorro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,7,VE2107,Jose Felipe Marque,2,VE210702,Antonio Jose De Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,7,VE2107,Jose Felipe Marque,3,VE210703,Los Caprichos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,8,VE2108,Juan Vicente Campo,1,VE210801,Campo Elias,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,8,VE2108,Juan Vicente Campo,2,VE210802,Arnoldo Gabaldon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,9,VE2109,La Ceiba,1,VE210901,Santa Apolonia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,9,VE2109,La Ceiba,2,VE210902,El Progreso,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,9,VE2109,La Ceiba,3,VE210903,La Ceiba,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,9,VE2109,La Ceiba,4,VE210904,Tres De Febrero,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,10,VE2110,Miranda,1,VE211001,El Dividive,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,10,VE2110,Miranda,2,VE211002,Agua Santa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,10,VE2110,Miranda,3,VE211003,Agua Caliente,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,10,VE2110,Miranda,4,VE211004,El Cenizo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,10,VE2110,Miranda,5,VE211005,Valerita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,11,VE2111,Monte Carmelo,1,VE211101,Monte Carmelo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,11,VE2111,Monte Carmelo,2,VE211102,Buena Vista,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,11,VE2111,Monte Carmelo,3,VE211103,Santa Maria Del Horcon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,12,VE2112,Motatan,1,VE211201,Motatan,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,12,VE2112,Motatan,2,VE211202,El BaÃ±o,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,12,VE2112,Motatan,3,VE211203,Jalisco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,13,VE2113,Pampan,1,VE211301,Pampan,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,13,VE2113,Pampan,2,VE211302,Flor De Patria,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,13,VE2113,Pampan,3,VE211303,La Paz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,13,VE2113,Pampan,4,VE211304,Santa Ana,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,14,VE2114,Pampanito,1,VE211401,Pampanito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,14,VE2114,Pampanito,2,VE211402,La Concepcion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,14,VE2114,Pampanito,3,VE211403,Pampanito Ii,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,15,VE2115,Rafael Rangel,1,VE211501,Betijoque,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,15,VE2115,Rafael Rangel,2,VE211502,La Pueblita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,15,VE2115,Rafael Rangel,3,VE211503,Los Cedros,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,15,VE2115,Rafael Rangel,4,VE211504,Jose Gregorio Hernandez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,16,VE2116,San Rafael De Carv,1,VE211601,Carvajal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,16,VE2116,San Rafael De Carv,2,VE211602,Antonio Nicolas BriceÃ±o,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,16,VE2116,San Rafael De Carv,3,VE211603,Campo Alegre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,16,VE2116,San Rafael De Carv,4,VE211604,Jose Leonardo Suarez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,17,VE2117,Sucre,1,VE211701,Sabana De Mendoza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,17,VE2117,Sucre,2,VE211702,El Paraiso,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,17,VE2117,Sucre,3,VE211703,Junin,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,17,VE2117,Sucre,4,VE211704,Valmore Rodriguez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,1,VE211801,Andres Linares,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,2,VE211802,Chiquinquira,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,3,VE211803,Cristobal Mendoza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,4,VE211804,Cruz Carrillo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,5,VE211805,Matriz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,6,VE211806,MonseÃ±or Carrillo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,18,VE2118,Trujillo,7,VE211807,Tres Esquinas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,19,VE2119,Urdaneta,1,VE211901,La Quebrada,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,19,VE2119,Urdaneta,2,VE211902,Cabimbu,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,19,VE2119,Urdaneta,3,VE211903,Jajo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,19,VE2119,Urdaneta,4,VE211904,La Mesa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,19,VE2119,Urdaneta,5,VE211905,Santiago,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,19,VE2119,Urdaneta,6,VE211906,TuÃ±ame,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,20,VE2120,Valera,1,VE212001,Juan Ignacio Montilla,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,20,VE2120,Valera,2,VE212002,La Beatriz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,20,VE2120,Valera,3,VE212003,Mercedes Diaz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,20,VE2120,Valera,4,VE212004,San Luis,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,20,VE2120,Valera,5,VE212005,La Puerta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,20,VE2120,Valera,6,VE212006,Mendoza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,1,VE2201,Aristides Bastidas,0,VE220100,Capital Aristides Bastidas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,2,VE2202,Bolivar,1,VE220201,Capital Bolivar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,3,VE2203,Bruzual,1,VE220301,Capital Bruzual,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,3,VE2203,Bruzual,2,VE220302,Campo Elias,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,4,VE2204,Cocorote,0,VE220400,Capital Cocorote,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,5,VE2205,Independencia,0,VE220500,Capital Independencia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,6,VE2206,Jose Antonio Paez,0,VE220600,Capital Jose Antonio Paez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,7,VE2207,La Trinidad,0,VE220700,Capital La Trinidad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,8,VE2208,Manuel Monge,0,VE220800,Capital Manuel Monge,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,9,VE2209,Nirgua,1,VE220901,Capital Nirgua,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,9,VE2209,Nirgua,2,VE220902,Salom,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,9,VE2209,Nirgua,3,VE220903,Temerla,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,10,VE2210,PeÃ±a,1,VE221001,Capital PeÃ±a,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,10,VE2210,PeÃ±a,2,VE221002,San Andres,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,11,VE2211,San Felipe,1,VE221101,Capital San Felipe,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,11,VE2211,San Felipe,2,VE221102,Albarico,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,11,VE2211,San Felipe,3,VE221103,San Javier,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,12,VE2212,Sucre,0,VE221200,Capital Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,13,VE2213,Urachiche,0,VE221300,Capital Urachiche,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,14,VE2214,Veroes,1,VE221401,Capital Veroes,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
22,VE22,Yaracuy,14,VE2214,Veroes,2,VE221402,El Guayabo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,1,VE2301,Almirante Padilla,1,VE230101,Isla De Toas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,1,VE2301,Almirante Padilla,2,VE230102,Monagas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,2,VE2302,Baralt,1,VE230201,San Timoteo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,2,VE2302,Baralt,2,VE230202,General Urdaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,2,VE2302,Baralt,3,VE230203,Libertador,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,2,VE2302,Baralt,4,VE230204,Manuel Guanipa Matos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,2,VE2302,Baralt,5,VE230205,Marcelino BriceÃ±o,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,2,VE2302,Baralt,6,VE230206,Pueblo Nuevo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,1,VE230301,Ambrosio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,2,VE230302,Carmen Herrera,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,3,VE230303,German Rios Linares,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,4,VE230304,La Rosa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,5,VE230305,Jorge Hernandez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,6,VE230306,Romulo Betancourt,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,7,VE230307,San Benito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,8,VE230308,Aristides Calvani,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,3,VE2303,Cabimas,9,VE230309,Punta Gorda,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,4,VE2304,Catatumbo,1,VE230401,Encontrados,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,4,VE2304,Catatumbo,2,VE230402,Udon Perez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,5,VE2305,Colon,1,VE230501,San Carlos Del Zulia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,5,VE2305,Colon,2,VE230502,Moralito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,5,VE2305,Colon,3,VE230503,Santa Barbara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,5,VE2305,Colon,4,VE230504,Santa Cruz Del Zulia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,5,VE2305,Colon,5,VE230505,Urribarri,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,6,VE2306,Francisco Javier P,1,VE230601,Simon Rodriguez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,6,VE2306,Francisco Javier P,2,VE230602,Carlos Quevedo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,6,VE2306,Francisco Javier P,3,VE230603,Francisco Javier Pulgar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,7,VE2307,Jesus Enrique Loss,1,VE230701,La Concepcion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,7,VE2307,Jesus Enrique Loss,2,VE230702,Jose Ramon Yepes,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,7,VE2307,Jesus Enrique Loss,3,VE230703,Mariano Parra Leon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,7,VE2307,Jesus Enrique Loss,4,VE230704,San Jose,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,8,VE2308,Jesus Maria Sempru,1,VE230801,Jesus Maria Semprum,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,8,VE2308,Jesus Maria Sempru,2,VE230802,Bari,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,9,VE2309,La CaÃ±ada De Urdan,1,VE230901,Concepcion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,9,VE2309,La CaÃ±ada De Urdan,2,VE230902,Andres Bello,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,9,VE2309,La CaÃ±ada De Urdan,3,VE230903,Chiquinquira,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,9,VE2309,La CaÃ±ada De Urdan,4,VE230904,El Carmelo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,9,VE2309,La CaÃ±ada De Urdan,5,VE230905,Potreritos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,10,VE2310,Lagunillas,1,VE231001,Alonso De Ojeda,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,10,VE2310,Lagunillas,2,VE231002,Libertad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,10,VE2310,Lagunillas,3,VE231003,Campo Lara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,10,VE2310,Lagunillas,4,VE231004,Eleazar Lopez Contreras,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,10,VE2310,Lagunillas,5,VE231005,Venezuela,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,11,VE2311,Machiques De Perij,1,VE231101,Libertad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,11,VE2311,Machiques De Perij,2,VE231102,Bartolome De Las Casas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,11,VE2311,Machiques De Perij,3,VE231103,Rio Negro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,11,VE2311,Machiques De Perij,4,VE231104,San Jose De Perija,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,1,VE231201,San Rafael,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,2,VE231202,La Sierrita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,3,VE231203,Las Parcelas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,4,VE231204,Luis De Vicente,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,5,VE231205,MonseÃ±or Marcos Sergio God,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,6,VE231206,Ricaurte,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,12,VE2312,Mara,7,VE231207,Tamare,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,1,VE231301,Antonio Borjas Romero,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,2,VE231302,Bolivar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,3,VE231303,Cacique Mara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,4,VE231304,Caracciolo Parra Perez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,5,VE231305,Cecilio Acosta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,6,VE231306,Cristo De Aranza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,7,VE231307,Coquivacoa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,8,VE231308,Chiquinquira,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,9,VE231309,Francisco Eugenio Bustaman,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,10,VE231310,Idelfonso Vasquez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,11,VE231311,Juana De Avila,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,12,VE231312,Luis Hurtado Higuera,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,13,VE231313,Manuel Dagnino,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,14,VE231314,Olegario Villalobos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,15,VE231315,Raul Leoni,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,16,VE231316,Santa Lucia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,17,VE231317,Venancio Pulgar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,13,VE2313,Maracaibo,18,VE231318,San Isidro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,14,VE2314,Miranda,1,VE231401,Altagracia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,14,VE2314,Miranda,2,VE231402,Ana Maria Campos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,14,VE2314,Miranda,3,VE231403,Faria,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,14,VE2314,Miranda,4,VE231404,San Antonio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,14,VE2314,Miranda,5,VE231405,San Jose,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,15,VE2315,Paez,1,VE231501,Sinamaica,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,15,VE2315,Paez,2,VE231502,Alta Guajira,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,15,VE2315,Paez,3,VE231503,Elias Sanchez Rubio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,15,VE2315,Paez,4,VE231504,Guajira,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,16,VE2316,Rosario De Perija,1,VE231601,El Rosario,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,16,VE2316,Rosario De Perija,2,VE231602,Donaldo Garcia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,16,VE2316,Rosario De Perija,3,VE231603,Sixto Zambrano,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,17,VE2317,San Francisco,1,VE231701,San Francisco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,17,VE2317,San Francisco,2,VE231702,El Bajo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,17,VE2317,San Francisco,4,VE231704,Francisco Ochoa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,17,VE2317,San Francisco,5,VE231705,Los Cortijos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,17,VE2317,San Francisco,6,VE231706,Marcial Hernandez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,18,VE2318,Santa Rita,1,VE231801,Santa Rita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,18,VE2318,Santa Rita,2,VE231802,El Mene,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,18,VE2318,Santa Rita,3,VE231803,Jose Cenovio Urribarri,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,18,VE2318,Santa Rita,4,VE231804,Pedro Lucas Urribarri,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,19,VE2319,Simon Bolivar,1,VE231901,Manuel Manrique,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,19,VE2319,Simon Bolivar,2,VE231902,Rafael Maria Baralt,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,19,VE2319,Simon Bolivar,3,VE231903,Rafael Urdaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,20,VE2320,Sucre,1,VE232001,Bobures,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,20,VE2320,Sucre,2,VE232002,El Batey,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
